,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt
184631,19837955,2013-04-07,Recep Tayyip Erdoğan,"Elite,Parties,(National) Major Party,Center Right,Ideological,Sunni,Executive,International Religious,Executive Office,Government",Turkey,Consult,40,1.0,Head of Government (Georgia),"Executive,Government,Executive Office",Georgia,26722470,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
184754,19838092,2013-04-07,Turkey,,Turkey,Host a visit,43,2.8,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",United States,26722739,1,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-04-07
184755,19838085,2013-04-07,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",United States,Make a visit,42,1.9,Turkey,,Turkey,26722739,1,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-04-07
184862,19838197,2013-04-07,Turkey,,Turkey,Host a visit,43,2.8,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",United States,26723012,1,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-04-07
184863,19838196,2013-04-07,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",United States,Make a visit,42,1.9,Turkey,,Turkey,26723012,1,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-04-07
185058,19838393,2013-04-07,Bashar al-Assad,"Government,Shia,Far Right,National Ethnic,Executive,Executive Office,Social,Parties,Ideological,(National) Major Party,National Ethnic Minority,National Religious,International Religious,Religious Minority",Syria,Criticize or denounce,111,-2.0,Turkey,,Turkey,26723527,3,Guardian Unlimited,,,,Turkey,39.9167,32.8333,2013-04-07
185068,19838762,2013-04-07,Turkey,,Turkey,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26782785,1,The New York Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185069,19838759,2013-04-07,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Turkey,,Turkey,26782785,1,The New York Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185091,19838789,2013-04-07,Middle East,,,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26792083,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185092,19838788,2013-04-07,Turkey,,Turkey,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26792083,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185093,19838786,2013-04-07,Ahmet Davutoglu,"Education,Parties,(National) Major Party,Foreign Ministry,Center Right,Ideological,Executive,Cabinet,Government,Social",Turkey,Engage in negotiation,46,7.0,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26792083,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185094,19838782,2013-04-07,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Middle East,,,26792083,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185095,19838781,2013-04-07,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Turkey,,Turkey,26792083,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185096,19838783,2013-04-07,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Engage in negotiation,46,7.0,Ahmet Davutoglu,"Education,Parties,(National) Major Party,Foreign Ministry,Center Right,Ideological,Executive,Cabinet,Government,Social",Turkey,26792083,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185097,19838784,2013-04-07,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Engage in negotiation,46,7.0,Ahmet Davutoglu,"Education,Parties,(National) Major Party,Foreign Ministry,Center Right,Ideological,Executive,Cabinet,Government,Social",Turkey,26792083,2,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185098,19838787,2013-04-07,Ahmet Davutoglu,"Education,Parties,(National) Major Party,Foreign Ministry,Center Right,Ideological,Executive,Cabinet,Government,Social",Turkey,Engage in negotiation,46,7.0,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26792083,2,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185099,19838785,2013-04-07,Other Authorities / Officials (Turkey),Government,Turkey,Expel or deport individuals,174,-5.0,Citizen (Syria),"General Population / Civilian / Social,Social",Syria,26792083,3,PNA (Philippines News Agency),Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-07
185100,19838780,2013-04-07,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Express intent to meet or negotiate,36,4.0,Head of Government (Turkey),"Executive,Executive Office,Government",Turkey,26792083,4,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185107,19838817,2013-04-07,Turkey,,Turkey,Host a visit,43,2.8,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",United States,26834254,6,The Jerusalem Post,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185108,19838816,2013-04-07,Cabinet / Council of Ministers / Advisors (United States),"Government,Cabinet,Executive",United States,Make a visit,42,1.9,Turkey,,Turkey,26834254,6,The Jerusalem Post,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-07
185143,19838864,2013-04-07,Ali Larayedh,"(National) Major Party,Elite,Parties,Government,Center Right,Executive Office,Ideological,Muslim,International Religious,Executive",Tunisia,Make a visit,42,1.9,Turkey,,Turkey,33885274,6,All Africa,,,,Turkey,39.9167,32.8333,2013-04-07
185144,19838866,2013-04-07,Turkey,,Turkey,Host a visit,43,2.8,Ali Larayedh,"(National) Major Party,Elite,Parties,Government,Center Right,Executive Office,Ideological,Muslim,International Religious,Executive",Tunisia,33885274,6,All Africa,,,,Turkey,39.9167,32.8333,2013-04-07
185171,19839029,2013-04-08,Israel,,Israel,Engage in diplomatic cooperation,50,3.5,Turkey,,Turkey,26718141,4,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185172,19839028,2013-04-08,Turkey,,Turkey,Engage in diplomatic cooperation,50,3.5,Israel,,Israel,26718141,4,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185173,19839031,2013-04-08,Turkey,,Turkey,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26718141,4,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185174,19839027,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Turkey,,Turkey,26718141,4,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185279,19839137,2013-04-08,Mikhail Saakashvili,"Executive,Elite,Executive Office,Center Right,(National) Major Party,Parties,Ideological,Government",Georgia,Consult,40,1.0,Abdullah Gül,"Executive,Executive Office,Elite,Government",Turkey,26718309,4,Associated Press Newswires,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185280,19839138,2013-04-08,Abdullah Gül,"Executive,Executive Office,Elite,Government",Turkey,Consult,40,1.0,Mikhail Saakashvili,"Executive,Elite,Executive Office,Center Right,(National) Major Party,Parties,Ideological,Government",Georgia,26718309,4,Associated Press Newswires,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185589,19839474,2013-04-08,Military Personnel - Special (Turkey),"Military,Government",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,26719060,1,Trend News Agency (Azerbaijan),Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185590,19839473,2013-04-08,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,"Protest violently, riot",145,-7.5,Military Personnel - Special (Turkey),"Military,Government",Turkey,26719060,1,Trend News Agency (Azerbaijan),Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185591,19839471,2013-04-08,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Police,Government",Turkey,26719060,2,Trend News Agency (Azerbaijan),Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185592,19839472,2013-04-08,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,Demonstrate or rally,141,-6.5,Military (Turkey),"Military,Government",Turkey,26719060,2,Trend News Agency (Azerbaijan),Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185717,19839604,2013-04-08,Turkey,,Turkey,Express intent to meet or negotiate,36,4.0,Iran,,Iran,26719359,3,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185802,19839699,2013-04-08,Police (Turkey),"Police,Government",Turkey,Use conventional military force,190,-10.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,26719498,6,Reuters News,Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185803,19839700,2013-04-08,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Police,Government",Turkey,26719498,6,Reuters News,Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185804,19839698,2013-04-08,Activist (Turkey),"Human Rights NGOs,Nongovernmental Organizations / Activists,Nongovernmental Organization (International),Human Rights IGOs",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Police,Government",Turkey,26719498,6,Reuters News,Silivri,,Istanbul,Turkey,41.0739,28.2464,2013-04-08
185806,19839706,2013-04-08,Middle East,,,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26719509,3,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185807,19839702,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Middle East,,,26719509,3,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185808,19839705,2013-04-08,Turkey,,Turkey,Engage in negotiation,46,7.0,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26719509,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185809,19839704,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Engage in negotiation,46,7.0,Turkey,,Turkey,26719509,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185810,19839707,2013-04-08,Middle East,,,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26719509,5,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185811,19839703,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Middle East,,,26719509,5,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185851,19839747,2013-04-08,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Threaten,130,-4.4,Recep Tayyip Erdoğan,"Elite,Parties,(National) Major Party,Center Right,Ideological,Sunni,Executive,International Religious,Executive Office,Government",Turkey,26719563,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
185852,19839750,2013-04-08,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Use unconventional violence,180,-9.0,Recep Tayyip Erdoğan,"Elite,Parties,(National) Major Party,Center Right,Ideological,Sunni,Executive,International Religious,Executive Office,Government",Turkey,26719563,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
185853,19839748,2013-04-08,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Police,Government",Turkey,26719563,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
185854,19839749,2013-04-08,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,26719563,2,Associated Press Newswires,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185950,19839867,2013-04-08,Turkey,,Turkey,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26719736,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185951,19839862,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Turkey,,Turkey,26719736,2,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
185952,19839868,2013-04-08,Turkey,,Turkey,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26719736,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
185953,19839863,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Turkey,,Turkey,26719736,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
186059,19839980,2013-04-08,Ahmet Davutoglu,"Education,Parties,(National) Major Party,Foreign Ministry,Center Right,Ideological,Executive,Cabinet,Government,Social",Turkey,Consult,40,1.0,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26720045,2,The New York Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
186060,19839976,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Consult,40,1.0,Ahmet Davutoglu,"Education,Parties,(National) Major Party,Foreign Ministry,Center Right,Ideological,Executive,Cabinet,Government,Social",Turkey,26720045,2,The New York Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
186174,19840098,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Demand,100,-5.0,Israel,,Israel,26720341,1,The Wall Street Journal,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
186175,19840097,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Demand,100,-5.0,Turkey,,Turkey,26720341,1,The Wall Street Journal,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-04-08
186263,19840189,2013-04-08,Turkey,,Turkey,Host a visit,43,2.8,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,26720561,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
186266,19840187,2013-04-08,John Kerry,"Upper House,(National) Major Party,Executive,Parties,Center Left,Ideological,Government,Legislative / Parliamentary,Foreign Ministry",United States,Make a visit,42,1.9,Turkey,,Turkey,26720561,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-04-08
